model,modbus_address,parameter,parameter_manual_reference,unit,register_length,data_type,r_w,indb,setup_read,setup_write,timestamp,read_command,write_command,value_weight,address
EM330DINAV53HS1X,4098,meas_system,Measurement mode selection,NULL,1,uint16,r/w,f,t,t,f,3,6,98,NULL
EM330DINAV53HS1X,4099,ct,Current transformer ratio,NULL,1,uint32,r/w,f,t,t,f,3,6,99,NULL
EM330DINAV53HS1X,4101,vt,Voltage transformer ratio,NULL,1,uint32,r/w,f,t,t,f,3,6,01,NULL
EM330DINAV53HS1X,4358,thd_enable,THD calculation enabling,NULL,1,uint16,r/w,f,t,t,f,3,6,58,NULL
EM330DINAV53HS1X,8192,device_address,RS485 instrument address,NULL,1,uint16,r/w,f,t,t,f,3,6,92,1
EM330DINAV53HS1X,16384,reset,reset,NULL,3,uint16,r/w,f,t,t,f,3,6,384,NULL
EM330DINAV53HS1X,20480,serial_number,Serial number,NULL,7,uint16,r,t,t,f,f,3,NULL,480,NULL
EM24-DIN,0,voltage_l1,V L1-N,V,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,2,voltage_l2,V L2-N,V,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,4,voltage_l3,V L3-N,V,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,6,voltage_l1-l2,V L1-L2,V,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,8,voltage_l2-l3,V L2-L3,V,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,10,voltage_l3-l1,V L3-L1,V,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,11,serial_number,"Carlo Gavazzi Controls
identification code",NULL,1,uint16,r,t,t,f,f,3,NULL,NULL,NULL
EM24-DIN,12,current_l1,A L1,A,1,int32,r,f,f,f,f,3,NULL,1000,NULL
EM24-DIN,14,current_l2,A L2,A,1,int32,r,f,f,f,f,3,NULL,1000,NULL
EM24-DIN,16,current_l3,A L3,A,1,int32,r,f,f,f,f,3,NULL,1000,NULL
EM24-DIN,18,watts_l1,W L1,W,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,20,watts_l2,W L2,W,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,22,watts_l3,W L3,W,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,24,va_l1,VA L1,VA,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,26,va_l2,VA L2,VA,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,28,va_l3,VA L3,VA,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,30,var_l1,VAR L1,VAR,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,32,var_l2,VAR L2,VAR,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,34,var_l3,VAR L3,VAR,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,36,voltage_ln,V L-N _,V,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,38,voltage_ll,V L-L _,V,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,40,watts,W _,W,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,42,va,VA _,VA,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,44,var,VAR _,VAR,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,46,w_dmd_total,DMD W _,W,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,48,va_dmd_total,DMD VA _,VA,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,50,pf_l1,PF L1,NULL,1,int16,r,f,f,f,f,3,NULL,1000,NULL
EM24-DIN,51,pf_l2,PF L2,NULL,1,int16,r,f,f,f,f,3,NULL,1000,NULL
EM24-DIN,52,pf_l3,PF L3,NULL,1,int16,r,f,f,f,f,3,NULL,1000,NULL
EM24-DIN,53,power_factor,PF _,NULL,1,int16,r,f,f,f,f,3,NULL,1000,NULL
EM24-DIN,54,phase_sequence,Phase sequence,NULL,1,int16,r,f,f,f,f,3,NULL,,NULL
EM24-DIN,55,frequency,Hz,Hz,1,int16,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,56,w_dmd_max,DMD W _ max,W,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,58,va_dmd_max,DMD VA _ max,VA,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,60,current_dmd_peak,DMD A max,A,1,int32,r,f,f,f,f,3,NULL,1000,NULL
EM24-DIN,62,kwh_imported_total,KWh(+) TOT,kWh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,64,varh_imported_total,Kvarh(+) TOT,kVARh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,66,kwh_imported_partial,KWh(+) PAR,kWh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,68,varh_imported_partial,Kvarh(+) PAR,kVARh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,70,kwh_imported_l1,KWh(+) L1,kWh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,72,kwh_imported_l2,KWh(+) L2,kWh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,74,kwh_imported_l3,KWh(+) L3,kWh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,76,kwh_imported_tariff1,KWh(+) T1,kWh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,78,kwh_imported_tariff2,KWh(+) T2,kWh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,80,kwh_imported_tariff3,KWh(+) T3,kWh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,82,kwh_imported_tariff4,KWh(+) T4,kWh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,84,reactive_power_tariff_imported_1,Kvarh(+) T1,kVARh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,86,reactive_power_tariff_imported_2,Kvarh(+) T2,kVARh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,88,reactive_power_tariff_imported_3,Kvarh(+) T3,kVARh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,90,reactive_power_tariff_imported_4,Kvarh(+) T4,kVARh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,92,kwh_exported_total,KWh(-) TOT,kWh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,94,varh_exported_total,Kvarh(-) TOT,kVARh,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,96,hour_m,Hour,NULL,1,int32,r,f,f,f,t,3,NULL,100,NULL
EM24-DIN,98,counter_1,Counter 1,NULL,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,100,counter_2,Counter 2,NULL,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,102,counter_3,Counter 3,NULL,1,int32,r,f,f,f,f,3,NULL,10,NULL
EM24-DIN,768,digital_input_status,Digital input status,NULL,1,uint16,r,f,t,f,f,3,NULL,NULL,NULL
EM24-DIN,769,current_tariff,Current tariff,NULL,1,uint16,r,f,t,f,f,3,NULL,NULL,NULL
EM24-DIN,770,firmware_v,Version code,NULL,1,uint16,r,f,t,f,f,3,NULL,NULL,NULL
EM24-DIN,4352,password,PASSWORD,NULL,1,uint16,r/w,f,t,f,f,3,6,0,NULL
EM24-DIN,4353,type_application,Type of application,NULL,1,uint16,r/w,f,t,f,f,3,6,NULL,NULL
EM24-DIN,4362,device_address,RS485 instrument address,NULL,1,uint16,r/w,f,t,f,f,3,6,NULL,1
EM24-DIN,4385,digital_input_1_type,Digital input 1 type,NULL,1,uint16,r/w,f,t,f,f,3,6,NULL,NULL
EM24-DIN,4386,digital_input_2_type,Digital input 2 type,NULL,1,uint16,r/w,f,t,f,f,3,6,NULL,NULL
EM24-DIN,4387,digital_input_3_type,Digital input 3 type,NULL,1,uint16,r/w,f,t,f,f,3,6,NULL,NULL
EM24-DIN,4388,digital_input_1_prescaler,Digital input 1 prescaler,NULL,1,uint16,r/w,f,t,f,f,3,6,NULL,NULL
EM24-DIN,4389,digital_input_2_prescaler,Digital input 2 prescaler,NULL,1,uint16,r/w,f,t,f,f,3,6,NULL,NULL
EM24-DIN,4390,digital_input_3_prescaler,Digital input 3 prescaler,NULL,1,uint16,r/w,f,t,f,f,3,6,NULL,NULL
EM24-DIN,4391,tariff_managed_via_serial_communication,Tariff managed via serial communication,NULL,1,uint16,r/w,f,t,f,f,3,6,NULL,NULL
EM24-DIN,4396,ct,Current transformer ratio,NULL,1,uint32,r/w,f,t,f,f,3,6,NULL,NULL
EM24-DIN,4398,vt,Voltage transformer ratio,NULL,1,uint32,r/w,f,t,f,f,3,6,NULL,NULL
EM24-DIN,12288,reset,"Reset of all meters (hour
counter excluded)",NULL,1,uint16,w,f,t,f,f,3,6,NULL,NULL
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
